Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
KCNS3	3790	C0036341	Schizophrenia spectrum and other psychotic disorders	24170294	Association	These findings reveal lower <span class=gene id=24170294-12-28-33>KCNS3</span> expression in prefrontal cortical parvalbumin neurons in <span class=disease id=24170294-12-91-104>schizophrenia</span>, providing a molecular basis for compromised detection of coincident synaptic inputs to parvalbumin neurons that could contribute to altered ?-oscillations and impaired cognition in <span class=disease id=24170294-12-287-300>schizophrenia</span>.
LTA	4049	C0036341	Schizophrenia spectrum and other psychotic disorders	12648734	Association	The present study suggests that the <span class=gene id=12648734-7-36-40>TNFB</span> polymorphism may confer susceptibility to <span class=disease id=12648734-7-83-96>schizophrenia</span> in the Korean population.
MIR30E	407034	C0036341	Schizophrenia spectrum and other psychotic disorders	20347265	Association	MicroRNAs and target site screening reveals a pre-<span class=gene id=20347265-0-50-62>microRNA-30e</span> variant associated with <span class=disease id=20347265-0-87-100>schizophrenia</span>.
MAG	4099	C0036341	Schizophrenia spectrum and other psychotic disorders	16039057	Association	Our findings of a significant associations between <span class=disease id=16039057-6-51-64>schizophrenia</span> and the <span class=gene id=16039057-6-73-76>MAG</span> gene suggest that this gene may be involved in susceptibility to <span class=disease id=16039057-6-142-155>schizophrenia</span> in the Chinese Han population.
MAG	4099	C0036341	Schizophrenia spectrum and other psychotic disorders	17223013	Association	Using in situ hybridization, we measured transcript expression of 2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP), <span class=gene id=17223013-5-118-148>myelin-associated glycoprotein</span> (<span class=gene id=17223013-5-150-153>MAG</span>), transferrin (TF), quaking (QKI), gelsolin, myelin oligodendrocyte glycoprotein, v-erb-b2 erythroblastic leukemia viral oncogene homolog 3, erbb2 interacting protein, motility-related protein-1, SRY-box containing gene 10, oligodendrocyte transcription factor 2, peripheral myelin protein 22, and claudin-11 in both gray and white matter of the anterior cingulate cortex (ACC) in subjects with <span class=disease id=17223013-5-549-562>schizophrenia</span> (n=41) and a comparison group (n=34).
MBNL1	4154	C0036341	Schizophrenia spectrum and other psychotic disorders	17464717	Association	Subsequent real-time PCR has shown that mRNA for muscleblind protein 1 (<span class=gene id=17464717-5-72-77>MBNL1</span>) and protocadherin 17 (PCDH17) are increased in BA 46 from subjects with <span class=disease id=17464717-5-151-164>schizophrenia</span> of short, but not long, duration.
MDH1	4190	C0036341	Schizophrenia spectrum and other psychotic disorders	15176481	Association	The decreases in mRNA abundance for <span class=gene id=15176481-7-36-40>MDH1</span> (P = 0.006), HINT1 (P = 0.050), and neuroserpin (P = 0.005) in DLPFC of male individuals with <span class=disease id=15176481-7-135-148>schizophrenia</span> is consistent with prior reports.
MMP9	4318	C0036341	Schizophrenia spectrum and other psychotic disorders	19264454	Association	The results may provide the first evidence for involvement of the <span class=gene id=19264454-5-66-71>MMP-9</span> gene in the pathogenesis of <span class=disease id=19264454-5-100-113>schizophrenia</span> and could also contribute to explaining a genetic connection between <span class=disease id=19264454-5-183-196>schizophrenia</span> and some somatic illnesses.
MMP9	4318	C0036341	Schizophrenia spectrum and other psychotic disorders	20510460	Association	Moreover, significantly increased levels of aCL antibody and a higher frequency of positive-<span class=gene id=20510460-6-92-96>MMP9</span> activity were detected in serum from patients with <span class=disease id=20510460-6-148-161>schizophrenia</span>.
ATF4	468	C0036341	Schizophrenia spectrum and other psychotic disorders	18163433	Association	Associations of <span class=gene id=18163433-0-16-20>ATF4</span> gene polymorphisms with <span class=disease id=18163433-0-45-58>schizophrenia</span> in male patients.
NDUFS1	4719	C1656427	Schizophrenia spectrum and other psychotic disorders	16788776	Association	Increased mRNA levels of the mitochondrial <span class=gene id=16788776-0-43-67>complex I 75-kDa subunit</span>. A potential peripheral marker of <span class=disease id=16788776-0-102-127>early onset schizophrenia</span>?
NDUFS1	4719	C0036341	Schizophrenia spectrum and other psychotic disorders	16788776	Association	Increased mRNA levels of the mitochondrial <span class=gene id=16788776-0-43-67>complex I 75-kDa subunit</span>. A potential peripheral marker of <span class=disease id=16788776-0-102-127>early onset schizophrenia</span>?
NDUFS1	4719	C1656427	Schizophrenia spectrum and other psychotic disorders	19894076	Association	Expression analyses of the mitochondrial <span class=gene id=19894076-0-41-65>complex I 75-kDa subunit</span> in <span class=disease id=19894076-0-69-94>early onset schizophrenia</span> and autism spectrum disorder: increased levels as a potential biomarker for <span class=disease id=19894076-0-171-196>early onset schizophrenia</span>.
PDYN	5173	C0036341	Schizophrenia spectrum and other psychotic disorders	15301734	Association	<span class=gene id=15301734-4-0-4>PDYN</span>-946C&gt;G polymorphism demonstrated an association with population susceptibility to <span class=disease id=15301734-4-87-100>schizophrenia</span>.
BCL11A	53335	C0036341	Schizophrenia spectrum and other psychotic disorders	25938782	Association	Additionally, common SNPs within the second intron of <span class=gene id=25938782-8-54-60>BCL11A</span> are strongly associated with <span class=disease id=25938782-8-90-103>schizophrenia</span>.
PLP1	5354	C2673482	Schizophrenia spectrum and other psychotic disorders	15694262	Association	The TDT for allelic association demonstrated that, in male, a weak association was detected in SNP rs475827 with p=0.0294, suggesting that the genetic polymorphisms within <span class=gene id=15694262-3-172-176>PLP1</span> in male are likely to confer an <span class=disease id=15694262-3-209-250>increased susceptibility to schizophrenia</span> in the Chinese population.
PLP1	5354	C0036341	Schizophrenia spectrum and other psychotic disorders	15694262	Association	The TDT for allelic association demonstrated that, in male, a weak association was detected in SNP rs475827 with p=0.0294, suggesting that the genetic polymorphisms within <span class=gene id=15694262-3-172-176>PLP1</span> in male are likely to confer an <span class=disease id=15694262-3-209-250>increased susceptibility to schizophrenia</span> in the Chinese population.
PLP1	5354	C0036341	Schizophrenia spectrum and other psychotic disorders	16641098	Association	In addition, the tightly coexpressed myelin-related genes (<span class=gene id=16641098-5-59-63>PLP1</span>, MAG, and TF) have decreased mRNA levels in 55 schizophrenic patients, as compared with 55 control individuals, and most of this difference (68-96%) can be explained by variation in the relative mRNA levels of QKI-7kb, the same QKI splice variant previously shown to be down-regulated in patients with <span class=disease id=16641098-5-366-379>schizophrenia</span>.
PLP1	5354	C0036341	Schizophrenia spectrum and other psychotic disorders	19571127	Association	Interestingly the <span class=gene id=19571127-6-18-22>plp1</span>(tg/-) mice showed altered anxiety-like behaviors, reduced prepulse inhibitions, spatial learning deficits and working memory deficit, all of which are <span class=disease id=19571127-6-174-187>schizophrenia</span>-related behaviors.
RCBTB1	55213	C0036341	Schizophrenia spectrum and other psychotic disorders	23815974	Association	A diagnosis of <span class=disease id=23815974-7-15-28>schizophrenia</span> is a significant predictor for increased <span class=gene id=23815974-7-70-73>GLP</span>, SETDB1 mRNA expression and H3K9me2 levels in both postmortem brain and lymphocyte samples.
PRKCA	5578	C0036337	Schizophrenia spectrum and other psychotic disorders	19786960	Association	We conclude that, although we have obtained convergent lines of evidence implicating both rare and common <span class=disease id=19786960-20-106-119>schizophrenia</span> risk variants at <span class=gene id=19786960-20-137-142>PRKCA</span>, none of these is individually compelling.
PRKCA	5578	C0033975	Schizophrenia spectrum and other psychotic disorders	19786960	Association	We conclude that, although we have obtained convergent lines of evidence implicating both rare and common <span class=disease id=19786960-20-106-119>schizophrenia</span> risk variants at <span class=gene id=19786960-20-137-142>PRKCA</span>, none of these is individually compelling.
PRKCA	5578	C0036341	Schizophrenia spectrum and other psychotic disorders	19786960	Association	We conclude that, although we have obtained convergent lines of evidence implicating both rare and common <span class=disease id=19786960-20-106-119>schizophrenia</span> risk variants at <span class=gene id=19786960-20-137-142>PRKCA</span>, none of these is individually compelling.
PRKCA	5578	C0349204	Schizophrenia spectrum and other psychotic disorders	19786960	Association	We conclude that, although we have obtained convergent lines of evidence implicating both rare and common <span class=disease id=19786960-20-106-119>schizophrenia</span> risk variants at <span class=gene id=19786960-20-137-142>PRKCA</span>, none of these is individually compelling.
PRKCA	5578	C0036341	Schizophrenia spectrum and other psychotic disorders	21281445	Association	Double carrier status of the GRM3 and <span class=gene id=21281445-7-38-43>PRKCA</span> minor alleles was associated with lower memory test scores and with increased risk of <span class=disease id=21281445-7-130-143>schizophrenia</span>.
SLC17A7	57030	C0036341	Schizophrenia spectrum and other psychotic disorders	22197296	Association	Our data may be important for a better understanding of the contribution of reduced <span class=gene id=22197296-7-84-90>VGLUT1</span>-mediated presynaptic glutamatergic neurotransmission in the generation of several behavioural abnormalities associated with <span class=disease id=22197296-7-215-228>schizophrenia</span>.
PAK7	57144	C0349204	Schizophrenia spectrum and other psychotic disorders	24474471	Association	An inherited duplication at the gene p21 Protein-Activated Kinase 7 (<span class=gene id=24474471-0-69-73>PAK7</span>) is a risk factor for <span class=disease id=24474471-0-96-105>psychosis</span>.
PAK7	57144	C0033975	Schizophrenia spectrum and other psychotic disorders	24474471	Association	An inherited duplication at the gene p21 Protein-Activated Kinase 7 (<span class=gene id=24474471-0-69-73>PAK7</span>) is a risk factor for <span class=disease id=24474471-0-96-105>psychosis</span>.
PTGS2	5743	C0036341	Schizophrenia spectrum and other psychotic disorders	15041036	Association	The transmission disequilibrium test showed that SNP4 located in the 5'-flanking region of the PLA2G4A gene was associated with <span class=disease id=15041036-2-128-141>schizophrenia</span> and that the haplotype analysis also showed a genetic association between the <span class=gene id=15041036-2-220-225>PTGS2</span> gene and <span class=disease id=15041036-2-235-248>schizophrenia</span>.
PTGS2	5743	C0036341	Schizophrenia spectrum and other psychotic disorders	22397921	Association	We found that levels of prostaglandin-endoperoxide synthase 1 (PTGS1; aka COX-1) and prostaglandin-endoperoxide receptor 3 (PTGER3) mRNA are increased, and levels of <span class=gene id=22397921-5-166-203>prostaglandin-endoperoxide synthase 2</span> (<span class=gene id=22397921-5-205-210>PTGS2</span>; aka <span class=gene id=22397921-5-216-221>COX-2</span>) mRNA are decreased, in older subjects with <span class=disease id=22397921-5-266-279>schizophrenia</span> (&gt; 40years of age) compared to matched normal controls or younger subjects with <span class=disease id=22397921-5-360-373>schizophrenia</span> (&lt; 40years of age).
